title,card-name,card-count,class,archetype,season,game-mode
StrifeCro’s Viagame House Cup 3 Control Priest,Circle of Healing,2,Priest,Control,Season 14,Tournament
Amaz’s Viagame House Cup 3 Control Priest,Thoughtsteal,2,Priest,Control,Season 14,Tournament
Reynad’s ESL S.2 W.4 Handlock Warlock,Earthen Ring Farseer,1,Warlock,Control,Season 14,Tournament
Kalaxz’s Viagame House Cup 3 Dragon Paladin,Tirion Fordring,1,Paladin,Control,Season 14,Tournament
Immortal’s Viagame House Cup 3 Dragon Priest,Azure Drake,2,Priest,Control,Season 14,Tournament
Hoej’s Viagame House Cup 3 Control Warrior,Whirlwind,1,Warrior,Control,Season 14,Tournament
Firebat’s Viagame House Cup 3 Control Priest,Sylvanas Windrunner,1,Priest,Control,Season 14,Tournament
Kalaxz’s Viagame House Cup 3 Dragon Paladin,Shielded Minibot,2,Paladin,Control,Season 14,Tournament
Lifecoach’s Viagame House Cup 3 Deathlord Priest,Dark Cultist,2,Priest,Control,Season 14,Tournament
Kalaxz’s Viagame House Cup 3 Control Warrior,Death's Bite,2,Warrior,Control,Season 14,Tournament
StanCifka’s Viagame House Cup 3 Handlock Warlock,Antique Healbot,2,Warlock,Control,Season 14,Tournament
Rdu’s Viagame House Cup 3 Control Priest,Light of the Naaru,1,Priest,Control,Season 14,Tournament
Lifecoach’s Viagame House Cup 3 Deathlord Priest,Wild Pyromancer,2,Priest,Control,Season 14,Tournament
Rewind’s Viagame House Cup 3 Control Warrior,Shieldmaiden,2,Warrior,Control,Season 14,Tournament
Orange’s Viagame House Cup 3 Handlock Warlock,Sludge Belcher,2,Warlock,Control,Season 14,Tournament
Hoej’s Viagame House Cup 3 Control Warrior,Alexstrasza,1,Warrior,Control,Season 14,Tournament
Firebat’s KPL Finals Freeze Mage,Arcane Intellect,2,Mage,Control,Season 14,Tournament
Lifecoach’s KPL Finals Handlock Warlock,Hellfire,2,Warlock,Control,Season 14,Tournament
Lifecoach’s Viagame House Cup 3 Deathlord Priest,Northshire Cleric,2,Priest,Control,Season 14,Tournament
Firebat’s KPL Finals Freeze Mage,Acolyte of Pain,2,Mage,Control,Season 14,Tournament
Amaz’s ESL S.2 W.4 Handlock Warlock,Ironbeak Owl,1,Warlock,Control,Season 14,Tournament
Crane333’s Viagame House Cup 3 Freeze Mage,Ice Block,2,Mage,Control,Season 14,Tournament
Amaz’s ESL S.2 W.4 Handlock Warlock,Emperor Thaurissan,1,Warlock,Control,Season 14,Tournament
Orange’s Viagame House Cup 3 Handlock Warlock,Loatheb,1,Warlock,Control,Season 14,Tournament
StanCifka’s Viagame House Cup 3 Control Priest,Silence,1,Priest,Control,Season 14,Tournament
Kalaxz’s Viagame House Cup 3 Dragon Paladin,Chromaggus,1,Paladin,Control,Season 14,Tournament
Orange’s Viagame House Cup 3 Dragon Warrior,Execute,2,Warrior,Control,Season 14,Tournament
Roger’s Viagame House Cup 3 Control Priest,Circle of Healing,2,Priest,Control,Season 14,Tournament
StanCifka’s Viagame House Cup 3 Freeze Mage,Alexstrasza,1,Mage,Control,Season 14,Tournament
Firebat’s KPL Finals Freeze Mage,Alexstrasza,1,Mage,Control,Season 14,Tournament
Lifecoach’s Viagame House Cup 3 Deathlord Priest,Holy Smite,1,Priest,Control,Season 14,Tournament
Domdus’ ESL S.2 W.4 Control Warrior,Dr. Boom,1,Warrior,Control,Season 14,Tournament
Crane333’s Viagame House Cup 3 Lightbomb Priest,Mind Control,1,Priest,Control,Season 14,Tournament
Rewind’s Viagame House Cup 3 Handlock Warlock,Sunfury Protector,2,Warlock,Control,Season 14,Tournament
Reynad’s ESL S.2 W.4 Handlock Warlock,Dr. Boom,1,Warlock,Control,Season 14,Tournament
LuigEzz’s ESL S.2 W.4 Handlock Warlock,Sludge Belcher,2,Warlock,Control,Season 14,Tournament
Froggy’s Viagame House Cup 3 Freeze Mage,Ice Barrier,2,Mage,Control,Season 14,Tournament
Amaz’s Viagame House Cup 3 Control Priest,Wild Pyromancer,2,Priest,Control,Season 14,Tournament
StanCifka’s Viagame House Cup 3 Handlock Warlock,Darkbomb,2,Warlock,Control,Season 14,Tournament
Rdu’s Viagame House Cup 3 Freeze Mage,Acolyte of Pain,2,Mage,Control,Season 14,Tournament
Crane333’s Viagame House Cup 3 Handlock Warlock,Twilight Drake,2,Warlock,Control,Season 14,Tournament
Immortal’s Viagame House Cup 3 Dragon Priest,Blackwing Technician,1,Priest,Control,Season 14,Tournament
Immortal’s Viagame House Cup 3 Dragon Priest,Thoughtsteal,2,Priest,Control,Season 14,Tournament
Orange’s Viagame House Cup 3 Handlock Warlock,Molten Giant,2,Warlock,Control,Season 14,Tournament
Lifecoach’s Viagame House Cup 3 Deathlord Priest,Circle of Healing,2,Priest,Control,Season 14,Tournament
Orange’s Viagame House Cup 3 Dragon Warrior,Dr. Boom,1,Warrior,Control,Season 14,Tournament
Reynad’s ESL S.2 W.4 Handlock Warlock,Emperor Thaurissan,1,Warlock,Control,Season 14,Tournament
Immortal’s Viagame House Cup 3 Dragon Priest,Sludge Belcher,1,Priest,Control,Season 14,Tournament
Orange’s Viagame House Cup 3 Freeze Mage,Fireball,2,Mage,Control,Season 14,Tournament
Orange’s Viagame House Cup 3 Handlock Warlock,Lord Jaraxxus,1,Warlock,Control,Season 14,Tournament
Immortal’s Viagame House Cup 3 Control Warrior,Acolyte of Pain,2,Warrior,Control,Season 14,Tournament
Immortal’s Viagame House Cup 3 Dragon Priest,Ysera,1,Priest,Control,Season 14,Tournament
Crane333’s Viagame House Cup 3 Lightbomb Priest,Lightbomb,2,Priest,Control,Season 14,Tournament
Orange’s Viagame House Cup 3 Control Paladin,Sylvanas Windrunner,1,Paladin,Control,Season 14,Tournament
Froggy’s Viagame House Cup 3 Control Priest,Shrinkmeister,2,Priest,Control,Season 14,Tournament
StrifeCro’s Viagame House Cup 3 Control Priest,Shadow Madness,2,Priest,Control,Season 14,Tournament
Domdus’ ESL S.2 W.4 Control Warrior,Fiery War Axe,2,Warrior,Control,Season 14,Tournament
Orange’s Viagame House Cup 3 Freeze Mage,Archmage Antonidas,1,Mage,Control,Season 14,Tournament
Froggy’s Viagame House Cup 3 Control Priest,Light of the Naaru,1,Priest,Control,Season 14,Tournament
Froggy’s Viagame House Cup 3 Freeze Mage,Fireball,2,Mage,Control,Season 14,Tournament
Crane333’s Viagame House Cup 3 Freeze Mage,Alexstrasza,1,Mage,Control,Season 14,Tournament
Kalaxz’s Viagame House Cup 3 Lightbomb Priest,Gilblin Stalker,1,Priest,Control,Season 14,Tournament
Amaz’s ESL S.2 W.4 Handlock Warlock,Sylvanas Windrunner,1,Warlock,Control,Season 14,Tournament
Crane333’s Viagame House Cup 3 Handlock Warlock,Loatheb,1,Warlock,Control,Season 14,Tournament
Hyped’s KPL Finals Malygos Freeze Mage,Acolyte of Pain,2,Mage,Control,Season 14,Tournament
Rewind’s Viagame House Cup 3 Handlock Warlock,Defender of Argus,1,Warlock,Control,Season 14,Tournament
Crane333’s Viagame House Cup 3 Lightbomb Priest,Shadow Madness,1,Priest,Control,Season 14,Tournament
Kolento’s KPL Finals Control Priest,Dr. Boom,1,Priest,Control,Season 14,Tournament
StanCifka’s Viagame House Cup 3 Freeze Mage,Doomsayer,2,Mage,Control,Season 14,Tournament
Hoej’s Viagame House Cup 3 Freeze Mage,Ice Block,2,Mage,Control,Season 14,Tournament
Froggy’s Viagame House Cup 3 Control Priest,Loatheb,1,Priest,Control,Season 14,Tournament
Crane333’s Viagame House Cup 3 Freeze Mage,Arcane Intellect,2,Mage,Control,Season 14,Tournament
Rewind’s Viagame House Cup 3 Control Priest,Mind Control,1,Priest,Control,Season 14,Tournament
Crane333’s Viagame House Cup 3 Lightbomb Priest,Piloted Shredder,2,Priest,Control,Season 14,Tournament
Firebat’s Viagame House Cup 3 Control Paladin,Lay on Hands,1,Paladin,Control,Season 14,Tournament
Hoej’s Viagame House Cup 3 Control Priest,Acidic Swamp Ooze,1,Priest,Control,Season 14,Tournament
StanCifka’s Viagame House Cup 3 Control Priest,Holy Nova,2,Priest,Control,Season 14,Tournament
Roger’s Viagame House Cup 3 Control Priest,Sylvanas Windrunner,1,Priest,Control,Season 14,Tournament
Rdu’s Viagame House Cup 3 Control Priest,Auchenai Soulpriest,2,Priest,Control,Season 14,Tournament
StanCifka’s Viagame House Cup 3 Handlock Warlock,Ancient Watcher,2,Warlock,Control,Season 14,Tournament
Kalaxz’s Viagame House Cup 3 Lightbomb Priest,Shrinkmeister,1,Priest,Control,Season 14,Tournament
Kalaxz’s Viagame House Cup 3 Lightbomb Priest,Zombie Chow,1,Priest,Control,Season 14,Tournament
Hoej’s Viagame House Cup 3 Control Warrior,Ragnaros the Firelord,1,Warrior,Control,Season 14,Tournament
Firebat’s Viagame House Cup 3 Freeze Mage,Ice Barrier,2,Mage,Control,Season 14,Tournament
Rewind’s Viagame House Cup 3 Control Warrior,Armorsmith,2,Warrior,Control,Season 14,Tournament
Crane333’s Viagame House Cup 3 Handlock Warlock,Shadowflame,2,Warlock,Control,Season 14,Tournament
Crane333’s Viagame House Cup 3 Handlock Warlock,Antique Healbot,2,Warlock,Control,Season 14,Tournament
Crane333’s Viagame House Cup 3 Lightbomb Priest,Shadow Word: Death,2,Priest,Control,Season 14,Tournament
Firebat’s Viagame House Cup 3 Freeze Mage,Emperor Thaurissan,1,Mage,Control,Season 14,Tournament
Thijs’ Viagame House Cup 3 Deathlord Priest,Zombie Chow,2,Priest,Control,Season 14,Tournament
StrifeCro’s Viagame House Cup 3 Control Priest,Sylvanas Windrunner,1,Priest,Control,Season 14,Tournament
Rdu’s Viagame House Cup 3 Freeze Mage,Blizzard,2,Mage,Control,Season 14,Tournament
Rdu’s Viagame House Cup 3 Control Priest,Shrinkmeister,1,Priest,Control,Season 14,Tournament
Immortal’s Viagame House Cup 3 Control Warrior,Dr. Boom,1,Warrior,Control,Season 14,Tournament
Orange’s Viagame House Cup 3 Dragon Warrior,Sludge Belcher,2,Warrior,Control,Season 14,Tournament
Hoej’s Viagame House Cup 3 Freeze Mage,Frost Nova,2,Mage,Control,Season 14,Tournament
Sjow’s KPL Finals Handlock,Loatheb,1,Warlock,Control,Season 14,Tournament
Domdus’ ESL S.2 W.4 Control Warrior,Big Game Hunter,1,Warrior,Control,Season 14,Tournament
Lifecoach’s Viagame House Cup 3 Handlock Warlock,Defender of Argus,2,Warlock,Control,Season 14,Tournament
StanCifka’s Viagame House Cup 3 Freeze Mage,Fireball,2,Mage,Control,Season 14,Tournament
Hoej’s Viagame House Cup 3 Freeze Mage,Emperor Thaurissan,1,Mage,Control,Season 14,Tournament
StanCifka’s Viagame House Cup 3 Freeze Mage,Frost Nova,2,Mage,Control,Season 14,Tournament
Crane333’s Viagame House Cup 3 Freeze Mage,Emperor Thaurissan,1,Mage,Control,Season 14,Tournament
Lifecoach’s Viagame House Cup 3 Handlock Warlock,Dr. Boom,1,Warlock,Control,Season 14,Tournament
Kalaxz’s Viagame House Cup 3 Control Warrior,Gorehowl,1,Warrior,Control,Season 14,Tournament
Orange’s Viagame House Cup 3 Freeze Mage,Ice Block,2,Mage,Control,Season 14,Tournament
Orange’s Viagame House Cup 3 Handlock Warlock,Antique Healbot,2,Warlock,Control,Season 14,Tournament
Kalaxz’s Viagame House Cup 3 Control Warrior,Execute,2,Warrior,Control,Season 14,Tournament
Kalaxz’s Viagame House Cup 3 Dragon Paladin,Defender of Argus,2,Paladin,Control,Season 14,Tournament
ModernLeper’s ESL S.2 W.4 Handlock Warlock,Ancient Watcher,2,Warlock,Control,Season 14,Tournament
Rewind’s Viagame House Cup 3 Control Priest,Power Word: Shield,2,Priest,Control,Season 14,Tournament
Crane333’s Viagame House Cup 3 Freeze Mage,Ice Barrier,2,Mage,Control,Season 14,Tournament
Amaz’s Viagame House Cup 3 Control Priest,Circle of Healing,2,Priest,Control,Season 14,Tournament
Lifecoach’s Viagame House Cup 3 Deathlord Priest,Power Word: Shield,2,Priest,Control,Season 14,Tournament
Reynad’s ESL S.2 W.4 Handlock Warlock,Hellfire,1,Warlock,Control,Season 14,Tournament
Firebat’s KPL Finals Freeze Mage,Doomsayer,2,Mage,Control,Season 14,Tournament
Amaz’s Viagame House Cup 3 Control Priest,Holy Nova,1,Priest,Control,Season 14,Tournament
Reynad’s ESL S.2 W.4 Handlock Warlock,Mortal Coil,2,Warlock,Control,Season 14,Tournament
LuigEzz’s ESL S.2 W.4 Handlock Warlock,Molten Giant,2,Warlock,Control,Season 14,Tournament
Orange’s Viagame House Cup 3 Control Paladin,Consecration,2,Paladin,Control,Season 14,Tournament
Firebat’s Viagame House Cup 3 Control Priest,Northshire Cleric,2,Priest,Control,Season 14,Tournament
Froggy’s Viagame House Cup 3 Freeze Mage,Loot Hoarder,2,Mage,Control,Season 14,Tournament
Lifecoach’s KPL Finals Handlock Warlock,Antique Healbot,2,Warlock,Control,Season 14,Tournament
Rdu’s Viagame House Cup 3 Freeze Mage,Bloodmage Thalnos,1,Mage,Control,Season 14,Tournament
Orange’s Viagame House Cup 3 Dragon Warrior,Grommash Hellscream,1,Warrior,Control,Season 14,Tournament
Kolento’s KPL Finals Control Priest,Light of the Naaru,1,Priest,Control,Season 14,Tournament
Firebat’s Viagame House Cup 3 Freeze Mage,Ice Block,2,Mage,Control,Season 14,Tournament
Firebat’s Viagame House Cup 3 Control Priest,Auchenai Soulpriest,2,Priest,Control,Season 14,Tournament
Thijs’ Viagame House Cup 3 Deathlord Priest,Power Word: Shield,2,Priest,Control,Season 14,Tournament
Lifecoach’s Viagame House Cup 3 Handlock Warlock,Antique Healbot,2,Warlock,Control,Season 14,Tournament
Immortal’s Viagame House Cup 3 Dragon Priest,Mind Control,1,Priest,Control,Season 14,Tournament
Thijs’ Viagame House Cup 3 Freeze Mage,Pyroblast,1,Mage,Control,Season 14,Tournament
StrifeCro’s Viagame House Cup 3 Control Priest,Shrinkmeister,2,Priest,Control,Season 14,Tournament
Firebat’s Viagame House Cup 3 Control Priest,Shadow Word: Pain,2,Priest,Control,Season 14,Tournament
Orange’s Viagame House Cup 3 Handlock Warlock,Siphon Soul,1,Warlock,Control,Season 14,Tournament
Thijs’ Viagame House Cup 3 Freeze Mage,Ice Lance,2,Mage,Control,Season 14,Tournament
Roger’s Viagame House Cup 3 Handlock Warlock,Dr. Boom,1,Warlock,Control,Season 14,Tournament
StanCifka’s Viagame House Cup 3 Handlock Warlock,Twilight Drake,2,Warlock,Control,Season 14,Tournament
Thijs’ Viagame House Cup 3 Freeze Mage,Bloodmage Thalnos,1,Mage,Control,Season 14,Tournament
Crane333’s Viagame House Cup 3 Freeze Mage,Bloodmage Thalnos,1,Mage,Control,Season 14,Tournament
Reynad’s ESL S.2 W.4 Handlock Warlock,Sludge Belcher,2,Warlock,Control,Season 14,Tournament
Kalaxz’s Viagame House Cup 3 Dragon Paladin,Holy Light,1,Paladin,Control,Season 14,Tournament
Rdu’s Viagame House Cup 3 Freeze Mage,Archmage Antonidas,1,Mage,Control,Season 14,Tournament
Rewind’s Viagame House Cup 3 Control Warrior,Emperor Thaurissan,1,Warrior,Control,Season 14,Tournament
Lifecoach’s KPL Finals Handlock Warlock,Ragnaros the Firelord,1,Warlock,Control,Season 14,Tournament
StanCifka’s Viagame House Cup 3 Freeze Mage,Acolyte of Pain,2,Mage,Control,Season 14,Tournament
StanCifka’s Viagame House Cup 3 Control Priest,Cabal Shadow Priest,2,Priest,Control,Season 14,Tournament
Rewind’s Viagame House Cup 3 Control Warrior,Acolyte of Pain,2,Warrior,Control,Season 14,Tournament
LuigEzz’s ESL S.2 W.4 Handlock Warlock,Antique Healbot,2,Warlock,Control,Season 14,Tournament
Firebat’s KPL Finals Freeze Mage,Fireball,2,Mage,Control,Season 14,Tournament
Kalaxz’s Viagame House Cup 3 Dragon Paladin,Wild Pyromancer,2,Paladin,Control,Season 14,Tournament
Firebat’s Viagame House Cup 3 Control Paladin,Solemn Vigil,2,Paladin,Control,Season 14,Tournament
Lifecoach’s KPL Finals Handlock Warlock,Mountain Giant,2,Warlock,Control,Season 14,Tournament
Roger’s Viagame House Cup 3 Handlock Warlock,Hellfire,1,Warlock,Control,Season 14,Tournament
Crane333’s Viagame House Cup 3 Handlock Warlock,Sunfury Protector,2,Warlock,Control,Season 14,Tournament
Rewind’s Viagame House Cup 3 Handlock Warlock,Darkbomb,2,Warlock,Control,Season 14,Tournament
Immortal’s Viagame House Cup 3 Control Warrior,Shield Slam,2,Warrior,Control,Season 14,Tournament
ModernLeper’s ESL S.2 W.4 Handlock Warlock,Big Game Hunter,2,Warlock,Control,Season 14,Tournament
Crane333’s Viagame House Cup 3 Freeze Mage,Pyroblast,1,Mage,Control,Season 14,Tournament
Hoej’s Viagame House Cup 3 Control Warrior,Shieldmaiden,2,Warrior,Control,Season 14,Tournament
StanCifka’s Viagame House Cup 3 Freeze Mage,Ice Barrier,2,Mage,Control,Season 14,Tournament
Lifecoach’s Viagame House Cup 3 Handlock Warlock,Sunfury Protector,2,Warlock,Control,Season 14,Tournament
Kalaxz’s Viagame House Cup 3 Lightbomb Priest,Holy Nova,1,Priest,Control,Season 14,Tournament
Hoej’s Viagame House Cup 3 Freeze Mage,Bloodmage Thalnos,1,Mage,Control,Season 14,Tournament
Rewind’s Viagame House Cup 3 Handlock Warlock,Sludge Belcher,2,Warlock,Control,Season 14,Tournament
Kalaxz’s Viagame House Cup 3 Dragon Paladin,Big Game Hunter,1,Paladin,Control,Season 14,Tournament
Kolento’s KPL Finals Control Priest,Shadow Word: Pain,1,Priest,Control,Season 14,Tournament
Kalaxz’s Viagame House Cup 3 Control Warrior,Ysera,1,Warrior,Control,Season 14,Tournament
Sjow’s KPL Finals Handlock,Sludge Belcher,2,Warlock,Control,Season 14,Tournament
Sjow’s KPL Finals Handlock,Antique Healbot,2,Warlock,Control,Season 14,Tournament
Kalaxz’s Viagame House Cup 3 Control Warrior,Cruel Taskmaster,2,Warrior,Control,Season 14,Tournament
Hoej’s Viagame House Cup 3 Control Warrior,Sludge Belcher,2,Warrior,Control,Season 14,Tournament
StrifeCro’s Viagame House Cup 3 Control Priest,Shadow Word: Death,2,Priest,Control,Season 14,Tournament
Rdu’s Viagame House Cup 3 Freeze Mage,Fireball,2,Mage,Control,Season 14,Tournament
Immortal’s Viagame House Cup 3 Control Warrior,Big Game Hunter,1,Warrior,Control,Season 14,Tournament
Lifecoach’s KPL Finals Handlock Warlock,Ironbeak Owl,1,Warlock,Control,Season 14,Tournament
Orange’s Viagame House Cup 3 Control Paladin,Acolyte of Pain,1,Paladin,Control,Season 14,Tournament
Froggy’s Viagame House Cup 3 Control Priest,Auchenai Soulpriest,2,Priest,Control,Season 14,Tournament
Orange’s Viagame House Cup 3 Handlock Warlock,Twilight Drake,2,Warlock,Control,Season 14,Tournament
Crane333’s Viagame House Cup 3 Freeze Mage,Frost Nova,2,Mage,Control,Season 14,Tournament
StrifeCro’s Viagame House Cup 3 Control Priest,Ysera,1,Priest,Control,Season 14,Tournament
Orange’s Viagame House Cup 3 Dragon Warrior,Sylvanas Windrunner,1,Warrior,Control,Season 14,Tournament
Roger’s Viagame House Cup 3 Handlock Warlock,Siphon Soul,1,Warlock,Control,Season 14,Tournament
Domdus’ ESL S.2 W.4 Control Warrior,Execute,2,Warrior,Control,Season 14,Tournament
Kalaxz’s Viagame House Cup 3 Dragon Paladin,Truesilver Champion,2,Paladin,Control,Season 14,Tournament
Hoej’s Viagame House Cup 3 Control Warrior,Dr. Boom,1,Warrior,Control,Season 14,Tournament
Orange’s Viagame House Cup 3 Control Priest,Injured Blademaster,2,Priest,Control,Season 14,Tournament
Kolento’s KPL Finals Control Priest,Shadow Word: Death,2,Priest,Control,Season 14,Tournament
Hoej’s Viagame House Cup 3 Control Priest,Shrinkmeister,1,Priest,Control,Season 14,Tournament
Crane333’s Viagame House Cup 3 Handlock Warlock,Molten Giant,2,Warlock,Control,Season 14,Tournament
StrifeCro’s Viagame House Cup 3 Control Priest,Thoughtsteal,2,Priest,Control,Season 14,Tournament
StanCifka’s Viagame House Cup 3 Control Priest,Wild Pyromancer,2,Priest,Control,Season 14,Tournament
Domdus’ ESL S.2 W.4 Control Warrior,Emperor Thaurissan,1,Warrior,Control,Season 14,Tournament
Firebat’s Viagame House Cup 3 Control Paladin,Cairne Bloodhoof,1,Paladin,Control,Season 14,Tournament
Thijs’ Viagame House Cup 3 Deathlord Priest,Auchenai Soulpriest,1,Priest,Control,Season 14,Tournament
Hyped’s KPL Finals Malygos Freeze Mage,Blizzard,1,Mage,Control,Season 14,Tournament
Firebat’s Viagame House Cup 3 Control Paladin,Wild Pyromancer,2,Paladin,Control,Season 14,Tournament
Kripp’s Season 15 Holy Wrath Paladin,Defender of Argus,2,Paladin,Control,Season 15,Ladder
Update: Brian Kibler’s Season 15 Dragon Mage,Emperor Thaurissan,1,Mage,Control,Season 15,Ladder
StrifeCro’s Season 15 Dragon Warlock,Big Game Hunter,2,Warlock,Control,Season 15,Ladder
Update: Brian Kibler’s Season 15 Dragon Mage,Flamestrike,2,Mage,Control,Season 15,Ladder
Kripp’s Season 15 Holy Wrath Paladin,Holy Wrath,2,Paladin,Control,Season 15,Ladder
Zetalot’s Season 15 Lightbomb Priest,Sylvanas Windrunner,1,Priest,Control,Season 15,Ladder
Trump’s Season 15 Handlock Warlock,Shadowflame,2,Warlock,Control,Season 15,Ladder
FoxTheFeared’s Season 15 ContrOWL Warrior,Cruel Taskmaster,2,Warrior,Control,Season 15,Ladder
Trump’s Season 15 Handlock Warlock,Antique Healbot,2,Warlock,Control,Season 15,Ladder
Kripp’s Season 15 Holy Wrath Paladin,Lay on Hands,1,Paladin,Control,Season 15,Ladder
Kripp’s Season 15 Holy Wrath Paladin,Alexstrasza,1,Paladin,Control,Season 15,Ladder
Trump’s Season 15 Handlock Warlock,Ironbeak Owl,1,Warlock,Control,Season 15,Ladder
Zetalot’s Season 15 Lightbomb Priest,Harrison Jones,1,Priest,Control,Season 15,Ladder
FoxTheFeared’s Season 15 ContrOWL Warrior,Big Game Hunter,1,Warrior,Control,Season 15,Ladder
Kripp’s Season 15 Holy Wrath Paladin,Consecration,2,Paladin,Control,Season 15,Ladder
Kripp’s Season 15 Holy Wrath Paladin,Aldor Peacekeeper,2,Paladin,Control,Season 15,Ladder
FoxTheFeared’s Season 15 ContrOWL Warrior,Execute,2,Warrior,Control,Season 15,Ladder
Update: Brian Kibler’s Season 15 Dragon Mage,Sludge Belcher,2,Mage,Control,Season 15,Ladder
StrifeCro’s Season 15 Dragon Warlock,Sludge Belcher,1,Warlock,Control,Season 15,Ladder
Kripp’s Season 15 Holy Wrath Paladin,Tirion Fordring,1,Paladin,Control,Season 15,Ladder
Zetalot’s Season 15 Lightbomb Priest,Deathlord,2,Priest,Control,Season 15,Ladder
FoxTheFeared’s Season 15 ContrOWL Warrior,Acolyte of Pain,2,Warrior,Control,Season 15,Ladder
FoxTheFeared’s Season 15 ContrOWL Warrior,Ironbeak Owl,2,Warrior,Control,Season 15,Ladder
Update: Brian Kibler’s Season 15 Dragon Mage,Antique Healbot,1,Mage,Control,Season 15,Ladder
StrifeCro’s Season 15 Dragon Warlock,Ironbeak Owl,2,Warlock,Control,Season 15,Ladder
FoxTheFeared’s Season 15 ContrOWL Warrior,Emperor Thaurissan,1,Warrior,Control,Season 15,Ladder
StrifeCro’s Season 15 Dragon Warlock,Twilight Drake,2,Warlock,Control,Season 15,Ladder
Kripp’s Season 15 Holy Wrath Paladin,Truesilver Champion,2,Paladin,Control,Season 15,Ladder
StrifeCro’s Season 15 Dragon Warlock,Lord Jaraxxus,1,Warlock,Control,Season 15,Ladder
Trump’s Season 15 Handlock Warlock,Twilight Drake,2,Warlock,Control,Season 15,Ladder
Trump’s Season 15 Handlock Warlock,Mortal Coil,2,Warlock,Control,Season 15,Ladder
StrifeCro’s Season 15 Dragon Warlock,Defender of Argus,1,Warlock,Control,Season 15,Ladder
Trump’s Season 15 Handlock Warlock,Ancient Watcher,2,Warlock,Control,Season 15,Ladder
Trump’s Season 15 Handlock Warlock,Sunfury Protector,2,Warlock,Control,Season 15,Ladder
Zetalot’s Season 15 Lightbomb Priest,Wild Pyromancer,2,Priest,Control,Season 15,Ladder
Zetalot’s Season 15 Lightbomb Priest,Vol'jin,1,Priest,Control,Season 15,Ladder
Trump’s Season 15 Handlock Warlock,Lord Jaraxxus,1,Warlock,Control,Season 15,Ladder
Trump’s Season 15 Handlock Warlock,Defender of Argus,1,Warlock,Control,Season 15,Ladder
Trump’s Season 15 Handlock Warlock,Molten Giant,2,Warlock,Control,Season 15,Ladder
FoxTheFeared’s Season 15 ContrOWL Warrior,Faceless Manipulator,1,Warrior,Control,Season 15,Ladder
Kripp’s Season 15 Holy Wrath Paladin,Sea Giant,2,Paladin,Control,Season 15,Ladder
Zetalot’s Season 15 Lightbomb Priest,Power Word: Shield,2,Priest,Control,Season 15,Ladder
Zetalot’s Season 15 Lightbomb Priest,Lightbomb,2,Priest,Control,Season 15,Ladder
Kripp’s Season 15 Holy Wrath Paladin,Coghammer,1,Paladin,Control,Season 15,Ladder
Trump’s Season 15 Handlock Warlock,Emperor Thaurissan,1,Warlock,Control,Season 15,Ladder
Trump’s Season 15 Handlock Warlock,Darkbomb,2,Warlock,Control,Season 15,Ladder
StrifeCro’s Season 15 Dragon Warlock,Emperor Thaurissan,1,Warlock,Control,Season 15,Ladder
Update: Brian Kibler’s Season 15 Dragon Mage,Ice Block,1,Mage,Control,Season 15,Ladder
StrifeCro’s Season 15 Dragon Warlock,Azure Drake,2,Warlock,Control,Season 15,Ladder
FoxTheFeared’s Season 15 ContrOWL Warrior,Shield Block,2,Warrior,Control,Season 15,Ladder
Zetalot’s Season 15 Lightbomb Priest,Shadow Word: Death,1,Priest,Control,Season 15,Ladder
StrifeCro’s Season 15 Dragon Warlock,Imp Gang Boss,2,Warlock,Control,Season 15,Ladder
FoxTheFeared’s Season 15 ContrOWL Warrior,Dr. Boom,1,Warrior,Control,Season 15,Ladder
Update: Brian Kibler’s Season 15 Dragon Mage,Hungry Dragon,2,Mage,Control,Season 15,Ladder
Kripp’s Season 15 Holy Wrath Paladin,Molten Giant,2,Paladin,Control,Season 15,Ladder
FoxTheFeared’s Season 15 ContrOWL Warrior,Death's Bite,2,Warrior,Control,Season 15,Ladder
Update: Brian Kibler’s Season 15 Dragon Mage,Big Game Hunter,1,Mage,Control,Season 15,Ladder
Kripp’s Season 15 Holy Wrath Paladin,Equality,2,Paladin,Control,Season 15,Ladder
Zetalot’s Season 15 Lightbomb Priest,Injured Blademaster,2,Priest,Control,Season 15,Ladder
Trump’s Season 15 Handlock Warlock,Siphon Soul,1,Warlock,Control,Season 15,Ladder
Kripp’s Season 15 Holy Wrath Paladin,Muster for Battle,2,Paladin,Control,Season 15,Ladder
StrifeCro’s Season 15 Dragon Warlock,Darkbomb,2,Warlock,Control,Season 15,Ladder
Zetalot’s Season 15 Lightbomb Priest,Holy Nova,1,Priest,Control,Season 15,Ladder
StrifeCro’s Season 15 Dragon Warlock,Shadowflame,1,Warlock,Control,Season 15,Ladder
Kripp’s Season 15 Holy Wrath Paladin,Sunfury Protector,2,Paladin,Control,Season 15,Ladder
FoxTheFeared’s Season 15 ContrOWL Warrior,Shieldmaiden,2,Warrior,Control,Season 15,Ladder
Zetalot’s Season 15 Lightbomb Priest,Circle of Healing,2,Priest,Control,Season 15,Ladder
Update: Brian Kibler’s Season 15 Dragon Mage,Ice Barrier,1,Mage,Control,Season 15,Ladder
Update: Brian Kibler’s Season 15 Dragon Mage,Duplicate,1,Mage,Control,Season 15,Ladder
FoxTheFeared’s Season 15 ContrOWL Warrior,Shield Slam,2,Warrior,Control,Season 15,Ladder
